Tanggal,Provinsi,Kriteria UMKM,Jenis UMKM,Lokasi Usaha,Lama Usaha (Bulan),Status Kepemilikan Tempat Usaha,Jumlah Karyawan,Aset Usaha (IDR),Jumlah Pasti Aset Usaha (IDR),Liabilitas Usaha (IDR),Jumlah Pasti Liabilitas Usaha (IDR),Omset Bulanan (IDR),Jumlah Pasti Omset Bulanan (IDR),Laba Bersih (IDR),Jumlah Pasti Laba Bersih (IDR),Jumlah Pinjaman (IDR),Jumlah Pasti Jumlah Pinjaman (IDR),Rekening Bank,Skor Kredit,Kategori Skor Kredit
2022-08-11,20,1,5,3,1,2,5,1,9520000,3,45740000,1,7740000,3,32320000,3,33030000,0,522,1
2021-03-21,17,1,3,1,17,2,3,2,25610000,3,46340000,2,15030000,1,250000,3,36090000,1,463,1
2021-03-15,35,2,1,1,15,4,20,4,91440000,4,99090000,8,414240000,7,306660000,8,415570000,1,850,5
2023-03-23,29,1,3,1,21,3,2,1,8110000,1,9230000,2,21560000,3,35730000,2,12720000,1,756,4
2022-09-13,28,2,5,2,27,2,24,4,88490000,8,483760000,7,393200000,6,285640000,8,416410000,1,850,5
2022-10-05,32,1,5,1,17,4,3,3,45340000,1,7640000,2,11530000,2,10660000,1,8090000,1,734,3
2023-04-21,32,3,3,3,173,3,49,10,1537270000,13,8476080000,13,7934160000,11,3194160000,11,4796540000,0,850,5
2020-02-25,31,1,2,1,26,1,3,2,26990000,2,16350000,1,3000000,2,19790000,2,18310000,0,603,2
2020-01-12,36,1,1,1,27,1,5,3,30120000,2,28960000,1,760000,2,24850000,2,27400000,0,614,2
2020-03-05,5,1,4,3,21,1,4,2,22860000,3,48400000,1,4920000,1,6370000,3,30080000,1,442,1
2020-06-22,5,1,1,1,18,1,3,1,130000,1,8580000,3,35010000,3,35360000,2,21070000,0,727,3
2020-10-23,5,2,2,1,45,2,6,6,269110000,8,485880000,7,338970000,7,379880000,7,313110000,1,850,5
2023-06-25,5,1,2,1,32,4,4,2,14550000,2,11100000,2,25230000,3,44650000,2,21470000,1,850,5
2021-07-05,36,2,2,2,115,2,17,8,496220000,9,523510000,7,340420000,7,355520000,6,208090000,0,850,5
2023-11-13,19,1,3,1,36,3,2,3,43080000,3,34970000,1,5580000,3,34610000,2,11370000,0,755,4
2023-10-06,7,2,4,1,35,1,11,6,250370000,8,485920000,6,230830000,8,489770000,8,445350000,0,850,5
2020-06-08,25,2,1,2,79,1,16,7,331570000,6,273050000,8,435130000,6,246260000,6,274650000,1,850,5
2022-04-09,7,2,3,2,17,3,20,5,176190000,4,85340000,8,422850000,8,404030000,5,116060000,1,850,5
2022-01-16,35,2,1,1,99,3,23,4,88540000,8,471060000,4,97990000,5,122920000,9,692790000,0,795,4
2022-05-26,20,1,3,2,19,4,4,3,44430000,3,33010000,2,16120000,2,27800000,2,26280000,1,792,4
2020-04-18,37,2,4,2,23,3,13,4,93280000,7,381410000,6,223780000,6,244590000,4,89500000,1,850,5
2020-05-05,6,3,5,2,67,3,94,12,5001440000,11,4684440000,12,5984540000,10,1779230000,11,4063220000,0,850,5
2022-03-01,25,1,5,2,2,1,3,2,11400000,3,36580000,3,38430000,2,16060000,1,7770000,0,567,1
2022-03-27,35,3,5,1,71,3,92,13,9244870000,11,4684780000,11,4806890000,13,9486940000,13,7189120000,1,850,5
2021-12-31,33,2,5,1,39,2,10,8,490640000,6,283130000,4,82390000,7,347760000,8,447820000,0,850,5
2023-04-27,23,3,2,3,205,2,86,10,1635170000,13,7266680000,11,4546480000,12,5004240000,12,5288780000,0,850,5
2020-08-15,19,1,3,3,12,4,1,3,48080000,1,550000,2,28860000,1,8700000,2,17150000,0,770,4
2023-12-28,8,3,2,3,51,3,30,13,7333290000,13,9555010000,12,5348560000,10,1758890000,13,9947460000,1,850,5
2023-03-31,35,2,4,1,54,3,18,8,408360000,8,405510000,4,70370000,8,483110000,9,761890000,0,850,5
2021-07-22,6,1,1,3,19,4,3,2,17710000,3,37990000,3,44880000,3,37610000,1,3070000,1,825,5
2023-06-14,38,2,1,3,108,1,19,4,52490000,7,320310000,9,719860000,6,250240000,7,324890000,1,850,5
2020-10-08,6,3,1,2,182,2,51,13,9632420000,13,7600060000,13,7222540000,12,5880660000,12,6909870000,0,850,5
2022-07-29,33,3,4,1,106,4,70,11,3450310000,13,7820550000,10,2983040000,13,7561760000,13,8954290000,0,850,5
2021-01-06,36,1,2,3,35,1,2,3,47960000,2,23010000,1,4020000,1,1380000,2,22510000,0,563,1
2020-09-18,9,3,4,2,168,4,100,10,1965980000,10,2677600000,13,8127230000,13,9584070000,12,6154660000,0,850,5
2020-12-28,21,3,4,2,84,4,41,13,9080650000,12,5407080000,12,6811470000,13,8865570000,12,6323230000,1,850,5
2020-06-12,33,3,2,2,178,3,58,10,1815750000,10,1829200000,10,2503460000,11,4761030000,13,8786560000,1,850,5
2021-04-02,12,3,3,2,142,4,63,11,4375910000,11,4302950000,11,3091950000,13,8904150000,11,4849400000,0,850,5
2022-01-07,20,3,1,2,80,4,67,12,5723900000,10,2859080000,10,1844470000,10,1156230000,13,8020420000,0,850,5
2021-09-23,8,1,2,3,1,3,3,3,36840000,2,14560000,2,13280000,1,9350000,3,47680000,1,659,2
2021-10-24,14,2,2,3,97,4,10,7,308540000,5,104220000,6,258370000,8,406340000,9,893080000,0,850,5
2022-08-07,25,2,4,1,92,3,14,6,240060000,8,441840000,7,357110000,5,102900000,8,440970000,1,850,5
2023-11-28,6,1,2,1,6,2,2,3,36340000,1,4440000,2,18150000,3,46250000,2,10460000,1,850,5
2020-01-02,16,1,2,2,17,1,2,1,2480000,3,36020000,2,20980000,2,26200000,3,37140000,1,578,1
2021-05-21,31,1,1,3,26,3,5,3,34730000,3,48190000,3,41750000,1,4720000,3,49230000,0,598,2
2020-12-28,6,1,1,1,13,3,1,3,33520000,2,18480000,1,6730000,3,41890000,1,260000,1,834,5
2021-09-13,28,1,5,2,15,4,3,2,12970000,2,28690000,1,5190000,3,36550000,3,45590000,0,614,2
2021-07-16,1,2,1,3,51,1,16,9,865380000,5,145400000,6,229730000,5,152820000,5,149030000,1,850,5
2021-02-26,26,2,5,1,119,3,17,8,406350000,7,363990000,7,331670000,4,96820000,5,123740000,0,850,5
2023-12-14,17,1,2,3,16,3,4,2,10280000,3,44850000,3,31390000,3,43820000,1,4860000,0,711,3
2022-08-02,26,1,1,1,17,4,1,3,32440000,2,18140000,3,43460000,1,5880000,2,24040000,1,725,3
2021-10-10,13,2,1,2,21,4,7,4,82340000,9,845500000,7,362040000,5,168270000,4,91150000,0,850,5
2023-02-11,15,2,4,1,20,3,23,4,97390000,7,331720000,4,67830000,9,746570000,8,409070000,0,850,5
2021-06-20,10,1,3,3,31,4,3,1,3650000,3,35980000,3,39640000,2,20100000,1,3920000,0,582,2
2022-04-15,11,2,4,3,109,4,16,7,342490000,6,201520000,4,81180000,5,105880000,8,441480000,0,850,5
2020-04-08,10,3,1,2,114,2,42,10,1668920000,10,1022800000,13,9020940000,12,5486380000,11,3289990000,1,850,5
2023-07-08,1,3,1,3,124,2,44,11,3327280000,10,1205770000,11,3349200000,11,3030410000,12,6589990000,1,850,5
2020-05-25,18,2,5,1,69,1,20,8,424950000,9,608880000,5,187340000,8,495890000,5,182550000,1,850,5
2022-01-25,36,3,1,2,48,3,27,11,3899900000,12,6197690000,12,5245600000,10,2964440000,13,8532870000,1,850,5
2020-06-19,5,1,4,1,26,1,1,2,12890000,3,37390000,1,2750000,3,36520000,1,1340000,0,581,2
2022-12-04,24,1,1,3,8,4,2,1,7800000,1,6150000,2,14530000,2,23670000,3,40510000,1,638,2
2021-03-08,23,3,1,1,155,4,98,13,8312520000,12,5934890000,11,3796570000,13,8401480000,11,3287160000,1,850,5
2021-07-28,14,1,3,2,2,4,3,1,4770000,2,12990000,2,28310000,3,30480000,1,8140000,1,712,3
2020-02-15,29,3,1,2,238,1,94,11,4544020000,11,4972030000,13,9825710000,10,2555320000,12,5333340000,1,850,5
2023-03-15,4,1,1,2,21,2,4,1,5140000,1,6380000,1,7280000,2,27510000,1,8590000,0,592,2
2020-07-30,21,3,4,2,193,3,50,12,5300380000,10,1426290000,11,4291470000,10,1081150000,13,8717540000,0,850,5
2023-06-26,16,2,4,2,95,4,16,7,325570000,4,74350000,8,451950000,5,110110000,9,904680000,1,850,5
2022-09-08,7,2,4,3,120,4,10,7,397040000,5,132470000,5,140280000,8,421640000,7,317520000,1,850,5
2022-12-07,26,2,5,1,18,3,17,9,519280000,4,73080000,6,248380000,4,55960000,6,293590000,0,850,5
2021-10-03,14,1,1,3,13,2,5,2,20310000,3,46510000,3,42710000,3,43610000,3,38180000,0,801,5
2021-01-13,7,2,5,1,54,4,24,5,100780000,4,87210000,7,367320000,7,321960000,7,333770000,1,850,5
2023-03-31,30,3,3,1,135,3,82,10,2612960000,11,3153730000,11,4994830000,13,7439290000,12,5801260000,1,850,5
2021-01-13,30,3,5,3,104,2,34,13,8729450000,10,1364670000,10,2518860000,12,6431000000,13,9522240000,1,850,5
2023-02-15,22,1,1,3,6,4,4,3,43780000,3,39420000,3,43490000,2,14010000,1,9640000,0,726,3
2020-03-20,4,2,3,2,60,1,15,7,385840000,6,230870000,9,711750000,7,396580000,9,560000000,0,850,5
2021-02-25,10,1,4,2,11,4,5,1,3070000,2,24020000,2,10130000,1,9980000,1,4380000,1,456,1
2020-12-24,23,2,4,3,36,3,5,4,89400000,4,54570000,8,406160000,8,487470000,6,244160000,0,850,5
2022-01-11,38,2,2,3,113,4,17,7,314330000,6,280470000,9,710350000,5,181380000,7,358350000,0,850,5
2021-08-05,37,2,3,1,28,2,8,9,746780000,5,101290000,7,389770000,4,83110000,8,492900000,0,850,5
2023-07-24,26,2,2,1,13,1,5,5,151710000,9,906570000,6,204660000,4,86760000,4,91540000,1,300,1
2021-10-08,36,1,5,2,27,3,3,2,16320000,3,45190000,3,36040000,1,4780000,2,25100000,1,543,1
2022-11-05,9,1,5,3,27,3,5,1,380000,1,3430000,2,24390000,2,25520000,2,24460000,1,692,3
2020-10-26,32,3,5,3,142,4,65,11,3083900000,10,2040630000,13,7179640000,10,2466120000,11,3572250000,0,850,5
2022-06-07,21,2,2,3,43,3,6,8,404630000,5,191150000,6,258310000,4,65170000,5,126550000,1,850,5
2022-09-13,28,2,1,1,47,1,15,8,464200000,4,73050000,9,565280000,5,176760000,9,573180000,1,850,5
2022-11-18,28,3,5,2,214,4,59,11,3550020000,12,6245230000,10,1675840000,13,9697050000,12,5136190000,0,850,5
2022-01-09,29,3,1,3,100,3,85,12,6106870000,11,3379390000,11,4356060000,12,5588900000,12,5487470000,1,850,5
2023-06-19,20,2,4,2,63,4,5,6,201720000,6,293080000,7,311540000,8,470620000,7,354450000,1,850,5
2022-11-12,22,2,1,2,106,3,15,5,191560000,4,62390000,5,151740000,7,313670000,8,413480000,1,850,5
2023-08-15,28,1,4,3,34,3,4,2,16500000,3,31640000,3,35670000,1,8140000,1,1570000,0,561,1
2022-07-16,16,3,2,2,90,4,45,11,3500740000,12,5425040000,11,4605380000,11,4384320000,11,4124920000,1,850,5
2021-10-19,13,1,5,2,26,1,2,1,9770000,1,4290000,3,31620000,1,4670000,1,3430000,0,559,1
2023-04-12,25,1,4,3,21,2,5,3,33570000,1,2490000,2,17620000,1,6550000,2,26520000,1,689,3
2022-09-08,14,1,1,3,16,3,4,1,4130000,1,7740000,3,39450000,3,32720000,3,48170000,1,797,4
2021-09-02,34,3,3,3,204,1,53,10,1532860000,10,1457050000,13,8417300000,12,6289540000,13,8773430000,0,850,5
2022-02-24,12,3,1,1,130,2,76,10,1079070000,13,9050610000,13,8021250000,12,5872650000,12,5554000000,0,850,5
2023-07-18,35,1,5,3,24,4,1,1,9610000,3,44910000,3,31570000,2,19020000,3,42410000,0,542,1
2020-01-21,37,2,4,2,79,2,20,6,242450000,4,75160000,7,355600000,9,973130000,4,98090000,1,850,5
2023-12-17,32,1,3,3,13,4,2,3,49610000,1,5950000,3,31950000,3,40770000,2,28520000,0,850,5
2020-09-10,2,1,4,1,32,4,2,3,48520000,2,29790000,1,310000,1,5740000,2,24640000,0,562,1
2021-09-24,5,2,1,2,108,3,12,7,358710000,7,356950000,8,495710000,9,814460000,4,78760000,0,850,5
2021-07-22,13,3,5,2,128,3,55,13,9393990000,11,4969750000,10,2931540000,10,2778390000,10,1693280000,1,850,5
2022-12-03,6,3,5,2,98,4,82,12,5513990000,11,3540360000,10,1632750000,12,5121580000,10,2837130000,1,850,5
2023-02-23,21,1,1,2,26,1,3,2,23900000,1,4810000,3,48950000,1,9120000,3,39720000,0,734,3
2023-01-04,36,2,1,2,25,3,11,7,396070000,8,406800000,4,67550000,5,196040000,6,244380000,0,850,5
2023-09-19,22,1,3,2,22,2,5,3,41250000,1,5380000,3,47880000,2,19710000,3,49640000,1,850,5
2023-05-11,36,2,2,3,89,3,9,8,429350000,7,335370000,7,355080000,6,273850000,9,869500000,0,850,5
2020-03-19,13,1,2,2,20,1,3,1,5830000,2,21710000,3,49570000,2,20530000,3,43110000,0,664,2
2020-09-12,12,3,5,1,48,2,39,10,1677440000,11,4139080000,12,6648330000,11,3846420000,10,1426300000,0,850,5
2022-01-24,29,2,3,3,27,3,13,7,347500000,8,435140000,4,71860000,4,83850000,4,59700000,1,850,5
2023-12-11,37,3,1,3,111,4,72,10,1361890000,11,3966890000,10,2297580000,13,8410460000,13,9765930000,1,850,5
2022-07-16,29,3,2,1,152,4,64,13,9246900000,13,7746470000,13,7309480000,11,4082640000,12,5043100000,0,850,5
2021-06-24,10,2,2,1,105,4,10,8,463240000,4,62320000,7,371450000,7,336320000,8,415170000,1,850,5
2022-03-21,5,3,3,2,75,4,58,13,7473520000,12,5711310000,11,4803480000,12,5590120000,10,1400170000,0,850,5
2020-10-20,30,1,1,3,28,2,1,2,22290000,1,8180000,1,3790000,2,27710000,2,11640000,1,709,3
2021-05-31,1,1,2,2,5,3,3,2,25610000,3,49520000,2,19340000,3,47220000,3,45670000,1,789,4
2021-06-16,8,1,1,1,6,2,3,1,7270000,1,6730000,3,32530000,2,11450000,2,16180000,1,628,2
2023-08-07,27,3,1,2,98,2,90,11,3313350000,10,1329740000,13,8977500000,12,5541270000,12,6564810000,1,850,5
2023-03-28,16,1,3,3,24,3,2,2,19400000,1,6790000,2,26210000,1,9480000,3,35920000,1,668,2
2022-11-21,5,1,5,3,22,4,1,2,17630000,1,710000,1,330000,1,690000,1,3260000,0,447,1
2021-11-04,7,3,3,2,148,2,54,13,8130380000,11,4854100000,10,2567530000,11,4457790000,13,9648710000,1,850,5
2021-10-08,25,1,5,3,29,1,3,1,9430000,2,11130000,2,23640000,2,25660000,3,33620000,0,655,2
2022-06-15,20,3,4,3,226,2,56,10,1464090000,13,9709860000,13,9764860000,11,3411050000,10,1085620000,0,850,5
2021-05-29,25,2,1,2,95,1,8,6,238360000,9,775040000,5,160360000,5,124490000,4,51110000,0,850,5
2022-10-21,32,1,5,2,35,1,1,3,47830000,3,43470000,2,24400000,2,21980000,1,9210000,1,771,4
2021-08-04,12,2,1,1,102,2,10,8,455130000,8,478600000,8,473100000,6,261980000,9,814660000,1,850,5
2020-09-11,15,2,5,1,40,1,14,4,74580000,6,247400000,7,373390000,4,60720000,9,923820000,0,850,5
2020-09-07,35,3,5,3,197,1,72,11,4099210000,11,4873180000,13,7579560000,11,3887700000,10,1258250000,0,850,5
2022-10-07,32,1,5,2,7,3,3,1,8110000,3,48490000,2,17310000,1,9920000,3,35980000,1,433,1
2023-12-19,8,2,5,1,117,3,13,9,694430000,4,97780000,9,910390000,9,954980000,7,334180000,0,850,5
2023-07-27,20,3,1,2,165,4,29,11,4078230000,10,1157710000,13,9094450000,12,6352740000,10,2850490000,1,850,5
2023-05-04,12,3,3,2,37,4,78,11,4826200000,13,7881580000,11,3964780000,12,6217910000,11,4585080000,0,850,5
2020-12-10,35,3,3,1,173,3,51,10,1216970000,11,3372030000,10,1086780000,11,3089950000,12,6175330000,1,850,5
2023-09-30,29,1,4,3,15,1,2,2,11950000,3,34270000,3,33410000,3,44190000,1,7120000,1,807,5
2022-08-16,25,2,2,2,75,3,20,9,676830000,9,794300000,9,543690000,8,405140000,8,492920000,1,850,5
2022-11-24,22,2,1,3,15,3,7,4,87270000,5,158920000,9,739740000,5,114870000,7,338400000,1,850,5
2022-01-22,25,2,2,2,14,1,5,5,138020000,4,90050000,6,268390000,8,440420000,6,298200000,0,850,5
2020-06-13,37,3,4,3,154,4,95,12,5449480000,11,4211550000,12,5928820000,11,3492270000,13,7322370000,1,850,5
2023-11-12,31,2,4,1,94,2,11,9,581050000,9,546250000,4,71060000,9,843310000,9,550240000,1,850,5
2022-09-07,20,3,4,2,101,2,65,13,7650590000,13,8598840000,10,1563640000,11,3601100000,11,4105850000,0,850,5
2023-06-05,10,3,1,1,225,3,99,12,6056440000,11,3316720000,11,3701130000,12,5434260000,11,4515830000,0,850,5
2023-09-07,22,1,2,2,33,2,4,1,4720000,1,70000,3,34530000,3,37030000,3,42020000,0,793,4
2021-09-17,34,3,1,3,233,1,61,13,9442160000,11,4446670000,11,3258900000,13,7004520000,10,2215720000,1,850,5
2021-03-11,30,3,4,1,204,1,95,13,7286790000,10,1584880000,10,2929880000,11,3773380000,11,4740860000,1,850,5
2022-05-22,37,2,3,3,67,3,12,7,343380000,6,271040000,5,122030000,4,68510000,5,141060000,1,850,5
2023-01-31,15,2,1,3,31,2,12,8,405310000,8,489380000,5,102100000,6,286970000,5,193790000,0,850,5
2022-07-02,7,2,5,3,15,3,9,6,297540000,8,439100000,8,430450000,7,304100000,7,392480000,0,850,5
2020-10-09,2,2,5,2,46,2,13,4,94300000,5,161130000,4,53770000,9,904320000,5,166760000,0,850,5
2023-09-13,11,3,5,1,41,4,51,12,5403950000,12,6855670000,12,6774840000,10,1146080000,13,8782290000,0,850,5
2020-12-20,32,1,1,3,8,1,4,2,17740000,3,40600000,3,41220000,1,2210000,3,37710000,0,501,1
2020-12-04,15,1,4,2,4,2,1,3,43480000,3,40260000,2,25970000,2,25260000,1,5990000,0,722,3
2023-07-28,3,3,4,3,76,2,37,13,8104290000,10,1385030000,13,9342540000,11,3143120000,11,4746490000,1,850,5
2023-05-03,37,1,3,1,11,3,3,1,1380000,3,40530000,2,26740000,2,22220000,1,5570000,0,499,1
2022-10-28,9,3,3,3,93,3,70,10,2066640000,11,3491290000,10,2396690000,13,8487150000,10,1544300000,1,850,5
2023-08-19,10,1,5,1,20,4,5,1,4320000,1,70000,2,12210000,3,46500000,2,27800000,0,760,4
2021-02-16,30,2,2,1,30,3,15,6,225710000,5,166140000,5,126050000,4,71290000,7,305890000,1,850,5
2020-06-20,21,2,1,3,24,3,18,4,58020000,5,127420000,7,331310000,8,482140000,5,100230000,1,850,5
2020-08-03,17,3,1,2,81,1,58,12,5751420000,13,8618280000,11,3438230000,11,3438980000,11,3833240000,1,850,5
2021-05-04,8,2,1,3,18,2,16,4,58770000,6,235690000,8,422100000,8,487530000,7,386790000,0,850,5
2020-07-02,24,1,3,3,15,4,3,1,1000000,1,140000,1,1620000,3,37320000,2,29630000,1,684,3
2023-07-20,5,2,3,3,56,4,17,8,455920000,5,199150000,6,238110000,9,981440000,9,504190000,1,850,5
2021-08-29,3,3,5,3,132,3,54,10,1402040000,13,7375210000,12,5523070000,10,1070740000,10,2091960000,1,850,5
2021-12-21,2,2,2,3,55,1,10,8,469560000,7,395490000,5,171250000,6,239420000,6,210670000,0,850,5
2023-01-14,33,3,3,2,46,4,86,10,2462640000,11,3661330000,12,5614910000,11,3479910000,11,4105850000,0,850,5
2023-01-25,12,2,4,1,71,1,15,8,475210000,5,191620000,8,492010000,7,315360000,4,84950000,0,850,5
2020-08-15,30,3,4,1,203,3,31,12,5573960000,12,6675590000,12,6402180000,12,5033610000,13,8235110000,0,850,5
2021-10-29,36,3,1,3,100,2,68,12,5316390000,11,3106850000,11,3611810000,10,2786520000,12,5001900000,1,850,5
2021-03-22,20,1,5,3,32,4,2,1,4310000,2,22830000,3,46460000,3,33280000,3,30840000,0,743,4
2021-07-30,29,3,5,3,102,3,99,11,4075800000,11,4848990000,11,4079120000,12,6788520000,11,4128020000,0,850,5
2022-10-12,21,3,1,3,140,4,46,13,9514950000,10,2797020000,10,1030270000,10,1247990000,13,8738720000,1,850,5
2021-05-07,31,1,5,3,12,1,1,1,250000,3,33080000,3,40350000,1,9740000,1,6930000,0,486,1
2021-07-29,35,3,2,2,75,2,41,12,5559770000,13,9830020000,12,6472200000,11,4561980000,12,5607240000,0,850,5
2021-08-08,35,3,1,1,178,1,69,13,8478420000,12,5811770000,11,3892710000,12,5182720000,13,8760800000,0,850,5
2023-08-09,18,2,2,2,93,4,8,4,83300000,7,301120000,4,82050000,7,307920000,4,84250000,1,850,5
2021-06-30,20,3,4,2,109,1,47,11,4387190000,13,7353490000,13,7803830000,13,8706420000,13,8717460000,0,850,5
2020-08-13,10,2,2,1,55,4,8,4,91200000,9,620980000,5,137550000,8,441150000,7,329770000,0,850,5
2020-03-24,18,1,3,3,27,2,1,3,47850000,3,30500000,3,32370000,2,22860000,2,17940000,1,849,5
2023-04-17,12,3,1,1,80,1,39,10,1829960000,13,8902660000,12,5809470000,10,1436020000,10,2020640000,0,850,5
2020-07-06,15,3,5,3,203,1,64,10,1879890000,11,3895200000,13,8298720000,10,1950060000,12,6487770000,0,850,5
2022-04-24,33,2,1,2,88,2,19,7,383230000,7,321820000,6,268750000,7,356430000,9,703080000,1,850,5
2023-04-03,28,2,4,3,24,1,12,5,103810000,6,228800000,9,525800000,7,341160000,8,404250000,0,850,5
2022-07-25,37,1,3,1,20,1,1,3,37230000,1,2440000,3,39090000,3,47920000,2,24110000,0,850,5
2020-06-22,15,3,2,3,156,3,51,11,3915950000,10,1876320000,13,9527840000,10,1043130000,13,9693040000,1,850,5
2022-09-08,29,1,3,3,2,3,1,3,47660000,1,4560000,1,9550000,1,3580000,3,30390000,0,632,2
2021-02-15,6,3,5,3,52,1,87,13,9580290000,11,3229340000,10,1072020000,11,3234300000,10,1040530000,1,850,5
2023-05-05,37,2,2,2,100,4,6,4,94880000,9,740290000,7,393350000,5,110860000,9,812530000,0,850,5
2021-02-08,34,3,4,3,170,1,73,10,1249730000,13,8303250000,11,4299180000,10,2556740000,13,7557840000,1,850,5
2020-07-09,3,2,3,3,60,3,16,6,288990000,6,277670000,4,86810000,9,759130000,8,405980000,1,850,5
2022-11-10,17,1,5,1,7,2,1,3,30840000,3,49860000,1,2300000,3,41070000,1,3790000,0,650,2
2021-11-12,4,2,3,3,17,1,8,6,249600000,9,668110000,6,285350000,4,66840000,8,406360000,1,850,5
2023-03-04,19,2,4,2,60,2,17,5,166410000,7,319900000,5,166220000,6,242820000,4,93740000,0,850,5
2021-05-07,3,2,3,3,42,1,15,5,115340000,4,67020000,4,59050000,9,631040000,5,114730000,0,850,5
2023-07-23,14,1,4,3,19,3,5,2,20780000,1,5320000,1,940000,2,16450000,1,7990000,0,567,1
2023-01-30,1,3,5,1,196,3,44,10,2885060000,11,4082920000,12,5058840000,11,4204620000,11,4926490000,0,850,5
2021-12-27,5,3,1,2,184,1,92,13,8407200000,13,8981610000,13,9742110000,13,8285230000,12,5829880000,1,850,5
2020-01-08,38,2,1,1,12,1,24,8,447560000,8,449770000,4,88540000,4,97470000,4,71860000,1,850,5
2020-10-15,31,1,4,3,3,3,3,3,39060000,2,27820000,3,46980000,1,200000,2,25430000,1,704,3
2022-09-09,5,2,2,3,62,4,19,5,170890000,4,79880000,9,988520000,5,106980000,4,90230000,1,850,5
2021-07-29,28,2,4,3,82,1,20,8,460860000,8,435160000,5,184530000,6,242360000,5,177590000,0,850,5
2022-04-05,36,3,3,2,204,1,64,10,1760820000,13,7778720000,12,6677520000,12,6123540000,13,8292780000,1,850,5
2021-06-29,22,1,2,2,21,4,2,3,38580000,1,6340000,2,12260000,1,6070000,3,37400000,1,676,3
2023-10-22,16,2,5,3,23,3,19,4,82150000,6,283610000,9,809240000,9,582880000,9,762930000,1,850,5
2022-07-10,38,2,2,2,51,3,11,7,399070000,7,348260000,9,895810000,9,813480000,6,221710000,1,850,5
2022-02-24,5,3,4,3,155,4,36,12,5167850000,12,5609660000,13,8855930000,12,5659870000,12,5422830000,0,850,5
2022-09-21,24,1,2,1,8,2,1,3,37450000,1,330000,2,21180000,2,25290000,1,2720000,0,796,4
2022-03-27,6,2,3,3,89,1,10,8,411950000,7,381240000,8,477750000,8,478670000,4,95360000,1,850,5
2023-11-11,32,2,4,2,34,4,6,7,322400000,4,89240000,8,459870000,9,852240000,4,76130000,1,850,5
2020-04-03,5,3,3,3,105,1,71,10,2618570000,12,6817550000,11,3278500000,11,3167870000,12,5180750000,0,850,5
2021-09-09,8,1,3,1,7,4,3,2,10350000,3,41980000,3,30780000,3,41650000,2,20370000,1,740,4
2020-02-17,19,2,4,2,80,2,19,6,212260000,6,217560000,5,101390000,5,113480000,5,188240000,1,850,5
2021-10-15,27,1,1,2,11,4,3,3,45350000,2,12390000,1,2790000,3,31520000,3,45740000,1,820,5
2022-12-02,23,3,3,3,152,3,56,11,3489200000,12,5266360000,13,7237780000,10,2240130000,10,1529030000,1,850,5
2022-08-31,6,1,4,2,28,4,3,1,7190000,1,5040000,1,3440000,1,7540000,3,34090000,1,507,1
2021-06-16,18,2,5,3,17,4,12,9,707830000,4,62170000,9,725710000,4,61980000,9,716960000,1,850,5
2021-02-08,24,3,1,2,235,3,74,13,8913140000,13,8838490000,11,4605130000,12,6014330000,11,3937440000,1,850,5
2022-02-06,28,3,1,2,54,3,53,12,5140220000,10,1188830000,13,7705890000,11,4139050000,12,6861780000,1,850,5
2022-12-02,31,3,4,1,178,4,37,10,1070370000,11,4750180000,11,4075830000,11,4157280000,10,2071040000,0,850,5
2022-08-14,6,1,1,3,10,2,3,1,9710000,3,33680000,2,17740000,3,38110000,1,6990000,0,636,2
2022-05-02,11,1,4,3,36,4,4,3,31210000,3,32980000,3,46900000,3,35670000,2,29390000,1,850,5
2022-03-09,22,2,2,1,112,4,12,9,630400000,4,56170000,8,487640000,8,457310000,6,258940000,1,850,5
2022-08-09,18,2,4,3,118,2,6,9,553290000,7,323910000,9,723960000,4,95460000,6,268790000,1,850,5
2023-12-18,8,3,2,3,36,3,47,12,6864950000,10,2040400000,12,6621060000,10,2318820000,12,5384100000,1,850,5
2020-01-07,22,2,4,2,112,2,15,6,202210000,9,529280000,8,473260000,7,313170000,8,408650000,1,850,5
2021-07-19,2,2,3,2,70,4,24,4,71800000,6,241910000,8,453570000,4,57350000,6,242260000,1,850,5
2021-12-29,36,3,5,2,91,3,54,11,3781650000,13,8366050000,12,6233580000,12,6998440000,12,6042860000,0,850,5
2021-06-12,7,2,2,3,98,3,17,4,69800000,8,439280000,5,142180000,5,183220000,5,133380000,1,850,5
2020-05-14,7,2,3,1,74,3,20,7,328270000,8,423240000,4,59720000,9,953720000,7,334520000,1,850,5
2021-12-27,23,2,5,1,41,2,21,9,933710000,7,322380000,9,504750000,4,51030000,4,62500000,1,850,5
2021-08-08,14,3,2,1,112,3,72,12,6357600000,13,8557420000,12,5232480000,12,6593510000,11,4536810000,1,850,5
2023-01-17,16,3,2,2,177,1,90,12,5813730000,10,2256920000,11,4563080000,13,8897240000,12,6915770000,0,850,5
2022-10-06,28,1,5,2,6,2,5,2,25540000,3,44120000,2,13620000,1,1400000,3,46320000,1,462,1
2020-06-10,12,1,5,3,32,1,4,3,39420000,2,21520000,2,19320000,3,33260000,1,4840000,0,817,5
2020-11-27,11,3,1,3,184,4,82,12,5626030000,13,9857190000,11,4250600000,13,9557960000,11,4757140000,0,850,5
2020-07-10,22,3,1,3,93,3,39,12,5740870000,10,1102560000,10,2286010000,13,7892540000,12,5379360000,1,850,5
